Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
622,157025,07.02.2015 01:30,UNIVERSITATEA DUNAREA DE JOS,3127522,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,465,153.00",RON,Offline,DA,DA,38433000-9,Spectrometre (Rev.2)
623,156999,07.02.2015 01:30,JUDETUL TELEORMAN,4652686,Teleorman,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,189,960.00",RON,Offline,DA,DA,48000000-8,Pachete software si sisteme informatice (Rev.2)
624,157019,07.02.2015 01:30,SPITALUL MUNICIPAL VATRA DORNEI,4535414,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"952,596.26",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
625,157033,07.02.2015 01:30,Asociatia de Dezvoltare Intercomunitara pentru Managementul Situatiilor de Urgenta,26096450,Timis,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,350,000.00",RON,Offline,DA,DA,34144213-4,Vehicule de stingere a incendiilor (Rev.2)
626,157048,07.02.2015 01:30,MINISTERUL FONDURILOR EUROPENE,20897750,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"5,396,791.21",RON,Online,DA,DA,90713000-8,Servicii de consultanta in probleme de mediu (Rev.2)
627,157031,09.02.2015 08:50,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"937,860.00",RON,Online,NU,DA,34114000-9,Vehicule cu utilizare speciala (Rev.2)
628,157056,09.02.2015 10:11,UNIVERSITATEA DUNAREA DE JOS,3127522,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"106,163.05",RON,Offline,NU,DA,39181000-4,Mese de lucru de laborator (Rev.2)
629,157041,09.02.2015 14:45,Inspectoratul de Politie al Judetului Mures,4322602,Mures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"578,970.00",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
630,157028,09.02.2015 15:19,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"606,024.00",RON,Offline,NU,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
631,157030,09.02.2015 15:45,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"113,280.00",RON,Offline,NU,NU,24000000-4,Produse chimice (Rev.2)
632,157035,09.02.2015 15:56,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Furnizare,DA,Negociere,Pretul cel mai scazut,"140,000.00",RON,Offline,NU,NU,31400000-0,"Acumulatori, pile galvanice si baterii primare (Rev.2)"
633,157044,09.02.2015 16:07,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"113,023.52",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
634,157034,10.02.2015 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"11,064,611.55",RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
635,157072,10.02.2015 01:30,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Negociere,Pretul cel mai scazut,"3,240,000.00",EUR,Offline,DA,NU,50333200-0,Servicii de reparare si de intretinere a aparatelor de radiotelefonie (Rev.2)
636,157050,10.02.2015 01:30,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Servicii,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"8,090,219.52",RON,Offline,DA,NU,64210000-1,Servicii de telefonie si de transmisie de date (Rev.2)
637,157049,10.02.2015 01:30,UNITATEA MILITARA 0461 BUCURESTI,4204224,Bucuresti,Furnizare,NU,Licitatie restransa,Pretul cel mai scazut,"5,767,112.52",RON,Offline,DA,NU,38582000-8,Echipament de control cu raze X (Rev.2)
638,157047,10.02.2015 01:30,EURO APAVOL SA,RO 27778056,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"22,255,000.00",RON,Offline,DA,DA,71356200-0,Servicii de asistenta tehnica (Rev.2)
639,157045,10.02.2015 01:30,UNIVERSITATEA MARITIMA DIN CONSTANTA,2747321,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,691,373.32",RON,Offline,DA,NU,09310000-5,Electricitate (Rev.2)
640,157068,10.02.2015 01:30,UNITATEA MILITARA 0418 BUCURESTI,4204267,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"579,200.00",RON,Offline,DA,DA,30213100-6,Computere portabile (Rev.2)
641,157032,10.02.2015 01:30,DIRECTIA GENERALA A FINANTELOR PUBLICE A JUDETULUI BRASOV,4317495,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,450,000.00",RON,Offline,DA,NU,09123000-7,Gaze naturale (Rev.2)
642,157046,10.02.2015 01:30,UNITATEA MILITARA 0663 DRAGASANI SCOALA MILITARA DE SUBOFITERI DE JANDARMI DRAGASANI,13341905,Valcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"713,199.00",RON,Offline,DA,NU,15000000-8,"Alimente, bauturi, tutun si produse conexe (Rev.2)"
643,157057,10.02.2015 01:30,Asociatia de Dezvoltare Intercomunitara pentru Managementul Situatiilor de Urgenta,26096450,Timis,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"926,760.00",RON,Offline,DA,DA,34144210-3,Vehicule de pompieri (Rev.2)
644,157042,10.02.2015 01:30,"Comuna Crisan (Primaria Comunei Crisan, jud.Tulcea)",4508860,Tulcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"223,865.00",RON,Offline,DA,DA,34513300-9,Docuri plutitoare (Rev.2)
645,157037,10.02.2015 01:30,SPITALUL JUDETEAN - TR. SEVERIN,4222239,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,854,480.00",RON,Online,DA,NU,24111900-4,Oxigen (Rev.2)
646,157038,10.02.2015 01:30,Directia de Salubritate,23922875,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"997,280.00",RON,Offline,DA,NU,09134210-2,"Motorina (0,2) (Rev.2)"
647,157036,10.02.2015 01:30,SPITALUL CLINIC DE URGENTA SF.IOAN,4204178,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"20,909,039.04",RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
648,157079,10.02.2015 09:22,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,339,800.00",RON,Online,NU,DA,34114000-9,Vehicule cu utilizare speciala (Rev.2)
649,157084,10.02.2015 12:32,Institutul National de Cercetare Dezvoltare in Domeniul Patologiei si Stiintelor Biomedicale Victor Babes,13828251,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"395,000.00",RON,Offline,NU,DA,33100000-1,Echipamente medicale (Rev.2)
650,157087,10.02.2015 12:33,Universitatea Aurel Vlaicu Arad,3519500,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"386,500.00",RON,Online,NU,DA,38500000-0,Aparate de control si de testare (Rev.2)
651,157070,10.02.2015 14:32,CONSILIUL JUDETEAN SUCEAVA,4244512,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"185,483.88",RON,Offline,NU,NU,09134200-9,Motorina (Rev.2)
652,157052,10.02.2015 14:35,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"14,300.00",RON,Offline,NU,NU,24410000-1,Ingrasaminte azotate (Rev.2)
653,157053,10.02.2015 14:36,S.C Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO14506181,Prahova,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,237,337.00",RON,Offline,NU,NU,50331000-4,Servicii de reparare si de intretinere a liniilor de telecomunicatii (Rev.2)
654,157054,10.02.2015 14:37,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,"1,049,967.00",RON,Offline,NU,NU,44163100-1,Tevi (Rev.2)
655,157058,10.02.2015 14:38,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"129,188.85",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
656,157059,10.02.2015 14:39,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"96,000.00",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
657,157062,10.02.2015 14:41,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"598,500.00",RON,Offline,NU,NU,24322300-0,"Dioli, polialcooli si derivati (Rev.2)"
658,157064,10.02.2015 14:42,Compania Nationala a Uraniului - S.A. Bucuresti,10254529,Bucuresti,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"100,000.00",RON,Online,NU,NU,50112000-3,Servicii de reparare si de intretinere a automobilelor (Rev.2)
659,157065,10.02.2015 14:51,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"493,494.00",RON,Offline,NU,NU,50420000-5,Servicii de reparare si de intretinere a echipamentului medical si chirurgical (Rev.2)
660,157066,10.02.2015 14:51,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"151,654.68",RON,Offline,NU,NU,75251110-4,Servicii de prevenire a incendiilor (Rev.2)
661,157071,10.02.2015 14:53,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"173,600.00",RON,Online,NU,NU,18222000-1,Haine de serviciu (Rev.2)
662,157083,11.02.2015 01:30,Directia Sanitar Veterinara si pentru Siguranta Alimentelor Braila,4205645,Braila,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,586,228.00",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
663,157090,11.02.2015 01:30,COMPANIA DE APA OLT SA,RO 21307548,Olt,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"4,220,000.00",RON,Offline,DA,NU,79713000-5,Servicii de paza (Rev.2)
664,157094,11.02.2015 01:30,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Furnizare,DA,Negociere,Pretul cel mai scazut,"2,725,000.00",RON,Offline,DA,NU,38341300-0,Instrumente de masurare a marimilor electrice (Rev.2)
665,157075,11.02.2015 01:30,SPITALUL  MUNICIPAL MEDIAS,4751469,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,170,439.97",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
666,157061,11.02.2015 01:30,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI BIHOR,17091429,Bihor,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,663,540.00",RON,Offline,DA,NU,85311200-4,Servicii sociale pentru persoanele cu handicap (Rev.2)
667,157060,11.02.2015 01:30,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"12,993,600.00",RON,Online,DA,NU,09310000-5,Electricitate (Rev.2)
668,157067,11.02.2015 01:30,Spitalul Clinic de Copii Brasov,4317738,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,494,100.00",RON,Offline,DA,NU,33651500-3,Imunoseruri si imunoglobuline (Rev.2)
669,157078,11.02.2015 01:30,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"5,537,840.00",RON,Online,DA,DA,34114000-9,Vehicule cu utilizare speciala (Rev.2)
670,157051,11.02.2015 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CONSTANTA,4301103,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,856,420.00",RON,Offline,DA,NU,18424000-7,Manusi (Rev.2)
671,157063,11.02.2015 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,019,750.00",RON,Online,DA,NU,33158210-7,Stimulator (Rev.2)
672,157100,11.02.2015 01:30,SPITALUL JUDETEAN DE URGENTA BISTRITA,4347593,Bistrita-Nasaud,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"34,241,973.64",RON,Offline,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
673,157092,11.02.2015 01:30,INSPECTORATUL SCOLAR JUDETEAN MEHEDINTI,4337522,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"619,258.06",RON,Offline,DA,DA,30141200-1,Calculatoare de birou (Rev.2)
674,157073,11.02.2015 01:30,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,4183199,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,597,638.50",RON,Offline,DA,DA,31121100-1,Grupuri electrogene cu motor cu aprindere prin compresie (Rev.2)
675,157069,11.02.2015 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"29,640,000.00",RON,Online,DA,NU,33183200-8,Proteze ortopedice (Rev.2)
676,157082,11.02.2015 01:30,Municipiul Timisoara,14756536,Timis,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,728,105.60",RON,Offline,DA,DA,75112100-5,Servicii administrative privind proiectele de dezvoltare (Rev.2)
677,157076,11.02.2015 01:30,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,26361041,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"753,957.90",RON,Offline,DA,NU,50421000-2,Servicii de reparare si de intretinere a echipamentului medical (Rev.2)
678,157055,11.02.2015 01:30,"SPITALUL JUDETEAN DE URGENTA ""SF. PANTELIMON"" FOCSANI",4350505,Vrancea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,570,863.68",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
679,157113,11.02.2015 11:10,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""GR.T.POPA"" IASI",4701100,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"431,525.00",RON,Online,NU,DA,33195000-3,Sistem de monitorizare a pacientilor (Rev.2)
680,157114,11.02.2015 11:11,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""GR.T.POPA"" IASI",4701100,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"431,660.00",RON,Online,NU,DA,33195000-3,Sistem de monitorizare a pacientilor (Rev.2)
681,157104,11.02.2015 13:24,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"546,169.80",RON,Offline,NU,NU,33621200-1,Antihemoragice (Rev.2)
682,157077,11.02.2015 13:26,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"584,430.98",RON,Offline,NU,NU,43620000-5,Piese pentru utilaje de prelucrare a mineralelor (Rev.2)
683,157085,11.02.2015 13:29,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,500.00",RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
684,157086,11.02.2015 13:29,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"8,820.00",RON,Offline,NU,NU,22458000-5,Imprimate la comanda (Rev.2)
685,157091,11.02.2015 13:32,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"38,000.00",RON,Offline,NU,NU,50532000-3,Servicii de reparare si de intretinere a masinilor si aparatelor electrice si a echipamentului conex (Rev.2)
686,157097,11.02.2015 13:34,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"10,750,960.00",RON,Offline,NU,NU,45232221-7,Statie electrica de transformare (Rev.2)
687,157098,11.02.2015 13:35,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"1,064,000.00",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
688,157101,11.02.2015 13:35,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"82,204.00",RON,Offline,NU,NU,42124000-4,"Piese pentru pompe, pentru compresoare, pentru masini sau pentru motoare (Rev.2)"
689,157102,11.02.2015 13:37,Compania APA Brasov,R1096128,Brasov,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"3,427,858.88",RON,Offline,NU,NU,45000000-7,Lucrari de constructii (Rev.2)
690,157118,11.02.2015 14:23,COMUNA MOIECIU (PRIMARIA MOIECIU),4443485,Brasov,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"308,732.00",RON,Offline,NU,DA,34144210-3,Vehicule de pompieri (Rev.2)
691,157105,12.02.2015 01:30,GOSPODARIE COMUNALA S.A.,8574327,Covasna,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"7,062,242.00",RON,Online,DA,DA,34144410-5,Vidanjoare (Rev.2)
692,157093,12.02.2015 01:30,"Spitalul Judetan de Urgenta ""Mavromati"" Botosani",4557951,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,017,623.30",RON,Online,DA,NU,33652000-5,Antineoplazice si imunomodulatoare (Rev.2)
693,157089,12.02.2015 01:30,"Spital Clinic Municipal ""Filantropia"" Craiova",5002177,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"37,722,450.26",RON,Offline,DA,NU,33652000-5,Antineoplazice si imunomodulatoare (Rev.2)
694,157103,12.02.2015 01:30,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR ARAD,3519852,Arad,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,528,708.68",RON,Offline,DA,NU,85200000-1,Servicii veterinare (Rev.2)
695,157074,12.02.2015 01:30,S.C Filiala de Distributie a Energiei  Electrice - Electrica Distributie Muntenia Nord S.A.,RO14506181,Prahova,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"2,925,000.00",RON,Offline,DA,NU,48820000-2,Servere (Rev.2)
696,157095,12.02.2015 01:30,"SPITALUL JUDETEAN DE URGENTA""DR. CONSTANTIN OPRIS"" BAIA MARE",3694594,Maramures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,126,978.64",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
697,157129,12.02.2015 01:30,MINISTERUL FONDURILOR EUROPENE,20897750,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"3,651,294.60",RON,Online,DA,DA,72611000-6,Servicii de asistenta tehnica informatica (Rev.2)
698,157123,12.02.2015 01:30,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"885,985.50",RON,Offline,DA,DA,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
699,157080,12.02.2015 01:30,SC EDILITARA PUBLIC SA TG-JIU,RO 27295841,Gorj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,025,000.00",RON,Offline,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
700,157106,12.02.2015 01:30,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"14,114,524.80",RON,Offline,DA,NU,31321220-0,Cablu de tensiune medie (Rev.2)
701,157081,12.02.2015 01:30,AGENTIA ROMANA DE SALVARE A VIETII OMENESTI PE MARE,16330145,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,200,000.00",RON,Online,DA,NU,09134220-5,Motorina (EN 590) (Rev.2)
702,157088,12.02.2015 01:30,MUNICIPIUL BAIA MARE,3627692,Maramures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"883,948.49",RON,Online,DA,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
703,157133,12.02.2015 09:01,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"826,210.00",RON,Online,NU,DA,34114000-9,Vehicule cu utilizare speciala (Rev.2)
704,157155,12.02.2015 14:56,UNIVERSITATEA POLITEHNICA TIMISOARA,4269282,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"262,461.50",RON,Offline,NU,DA,48900000-7,Diverse pachete software si sisteme informatice (Rev.2)
705,157125,12.02.2015 15:03,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"190,429.92",RON,Offline,NU,NU,50421200-4,Servicii de reparare si de intretinere a echipamentului radiologic (Rev.2)
706,157127,12.02.2015 15:03,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"42,000.00",RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
707,157107,12.02.2015 15:04,Compania Nationala a Uraniului - S.A. Bucuresti,10254529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"5,000.00",RON,Online,NU,NU,50411400-3,Servicii de reparare si de intretinere a tahometrelor (Rev.2)
708,157112,12.02.2015 15:06,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"490,680.00",RON,Offline,NU,NU,66113000-5,Servicii de acordare de credit (Rev.2)
709,157115,12.02.2015 15:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"18,154.00",RON,Offline,NU,NU,24453000-4,Erbicide (Rev.2)
710,157120,12.02.2015 15:09,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"37,886.00",RON,Online,NU,NU,24450000-3,Produse agrochimice (Rev.2)
711,157138,13.02.2015 01:30,ORASUL HIRLAU (CONSILIUL LOCAL AL ORASULUI HIRLAU),4541190,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"157,580.65",EUR,Online,DA,DA,34144000-8,Autovehicule cu utilizare speciala (Rev.2)
712,157116,13.02.2015 01:30,JUDETUL GIURGIU,4938042,Giurgiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"690,000.00",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
713,157117,13.02.2015 01:30,Municipiul Satu Mare,4038806,Satu Mare,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"144,014,517.50",RON,Online,DA,NU,45233142-6,Lucrari de reparare a drumurilor (Rev.2)
714,157111,13.02.2015 01:30,SPITALUL CLINIC DE RECUPERARE IASI,4541092,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"769,140.00",RON,Online,DA,NU,03200000-3,"Cereale, cartofi, legume, fructe si fructe cu coaja (Rev.2)"
715,157160,13.02.2015 01:30,Centrul NationalClinic de Recuperare Neuropsihomotorie Copii Dr. Nicolae Robanescu,21101334,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,410,887.90",RON,Online,DA,NU,33197000-7,Echipament medical computerizat (Rev.2)
